crop_type,soil_type,region,season,farm_size_acres,temperature_C,rainfall_mm,soil_moisture_percent,humidity_percent,groundwater_availability,irrigation_type
Sugarcane,Sandy,Semi-Arid,Zaid,11.463995190277604,40.17256499400257,108.32266803179158,59.09749364002508,85.15495974934878,High,Drip
Rice,Sandy,Arid,Kharif,32.09168141807449,30.482879881503855,140.74795474540053,61.046769402030755,63.35100957744462,Medium,Drip
Wheat,Clayey Loam,Sub-Humid,Zaid,22.51431569587277,36.171730366771456,456.80760446659684,47.190035607854846,64.86263539143151,High,Sprinkler
Cotton,Sandy,Semi-Arid,Rabi,13.720943970190623,14.004280113057888,285.002680879006,70.4133630408931,20.960549947282026,Medium,Drip
Barley,Clayey Loam,Humid,Zaid,3.6947351718607524,37.471659133544016,926.7217293054,53.52251378514747,81.04276042043702,Low,Drip
Sugarcane,Sandy,Arid,Rabi,42.93709651931419,10.54738444713063,27.60956058020995,46.99516011994851,44.58194179152887,High,Drip
Sugarcane,Clay,Semi-Arid,Zaid,42.761268704180246,38.80115004628249,171.59490706985613,25.684693284064867,58.09079118917169,Low,Drip
Vegetable,Silty,Arid,Kharif,31.295728659707,39.615899030602904,136.85682450480726,12.212150896212863,46.5622841309457,Medium,Drip
Maize,Clayey Loam,Arid,Rabi,30.50530121608723,24.858473123375425,17.00611221141456,35.4235654828631,38.681964084253536,High,Drip
Cotton,Loam,Humid,Rabi,25.589720505692405,13.379550645445484,814.4116773760031,40.95206406074112,45.908750588474646,High,Flood
Wheat,Silty,Semi-Arid,Kharif,49.525497505100184,41.79801865023508,394.0754972427506,28.6003600320426,83.21938324392048,Low,Drip
Grapes,Clayey Loam,Sub-Humid,Rabi,13.892606482461982,11.251966392353793,624.7824358965229,67.5366831793009,76.03694163663886,Medium,Flood
Wheat,Silty,Arid,Kharif,3.4067852515294046,29.64735448479297,141.54900387052106,55.744654880018025,75.51296301775338,Medium,Drip
Grapes,Loam,Humid,Kharif,3.8447415395237874,27.19849946598337,1080.0224205841446,13.087711164623332,52.04539298775145,Low,Drip
Vegetable,Clayey Loam,Humid,Zaid,24.92309348729069,42.94687740273135,898.5916147389223,21.54822064235443,28.70954857744767,Low,Drip
Sugarcane,Silty,Arid,Kharif,33.40937736525237,42.21421046593977,19.534191953780443,59.75146250816406,90.1508231493251,Medium,Drip
Vegetable,Clayey Loam,Sub-Humid,Rabi,37.26250742853686,17.038029810291334,529.2717735033679,79.98875033334832,73.29037694556226,High,Sprinkler
Maize,Clay,Semi-Arid,Kharif,23.054631488954495,26.980806636843045,341.79953636701214,39.930651588113314,25.485471576031895,High,Sprinkler
Sugarcane,Silty,Arid,Rabi,9.315290070744297,17.096311557207766,136.5222143119523,35.2979054094671,87.94006294483147,High,Drip
Vegetable,Sandy,Semi-Arid,Kharif,17.786998400002275,25.05868115605353,235.8703901319869,15.000821042617673,75.78685777888492,Medium,Drip
Cotton,Clayey Loam,Semi-Arid,Zaid,33.14512577771395,33.671220045791266,100.98127759937505,73.55457761918447,37.59619676939248,High,Drip
Maize,Clayey Loam,Humid,Zaid,15.773716263963754,34.77340484486458,671.1744853275849,58.30069668808703,78.67717674549893,High,Flood
Maize,Clayey Loam,Semi-Arid,Zaid,32.903736292415566,43.832018865536234,161.5763027892825,17.92530042513487,63.64363663449333,High,Drip
Cotton,Clay,Semi-Arid,Rabi,38.53421939524277,19.961633357245432,226.81210675910035,33.0424382440785,89.32729712642673,High,Drip
Cotton,Clayey Loam,Humid,Rabi,40.269760678268824,19.623299383882962,641.0866573104457,29.788312073673065,53.68298612630234,Medium,Flood
Vegetable,Loam,Semi-Arid,Zaid,6.076327795006889,39.62161972984955,208.7728747507025,42.77792872018392,32.67383071696695,Medium,Drip
Cotton,Sandy,Sub-Humid,Rabi,34.72148589971753,17.692224311599098,401.1207465788492,32.19526402759546,68.64774030293137,Medium,Drip
Sugarcane,Loam,Sub-Humid,Zaid,12.736282315724944,40.32397049037775,635.4234570984563,60.413085402341956,38.49043984077063,High,Flood
Vegetable,Silty,Semi-Arid,Zaid,39.316448997431095,29.020384219118345,115.91552977350418,70.16480756758358,65.33306872564205,Low,Drip
Sugarcane,Clayey Loam,Humid,Rabi,24.482107589343933,11.588164264726181,765.3988973001876,69.51456126640866,74.76675024391744,High,Flood
Barley,Clay,Humid,Rabi,24.508525030635013,21.189570071206546,840.4968197104762,35.27154445120471,55.61684793670632,Low,Drip
Grapes,Sandy,Sub-Humid,Kharif,42.993260746638946,35.760095697695675,579.777485175397,22.352943869395954,39.94674843948606,High,Flood
Maize,Loam,Humid,Zaid,29.179462647674647,38.14622410393101,1026.1239859915063,56.13925426888445,84.20023743716362,Low,Drip
Sugarcane,Sandy,Humid,Kharif,32.645672215236644,25.78595905575832,1040.689163485768,43.42258294389874,31.57338676007382,High,Flood
Vegetable,Sandy,Humid,Rabi,41.256956845152814,17.29345121537783,1083.633033181554,63.8704266338871,69.70659436353492,Medium,Flood
Sugarcane,Clayey Loam,Arid,Zaid,24.942539885002798,41.812345131380766,56.66812325960138,70.0396477060265,87.11326532697397,Low,Drip
Maize,Loam,Semi-Arid,Zaid,20.65118184636109,28.260927581231545,180.09586095375198,45.54418930277438,42.294703957906734,High,Drip
Sugarcane,Clayey Loam,Arid,Kharif,34.085611274862124,27.009272173194116,124.10473068069146,28.607906469164682,78.94037480499424,Low,Drip
Cotton,Loam,Semi-Arid,Rabi,36.622996058714875,14.194094057864259,138.68980192293023,10.956132686650923,90.33634896477133,High,Drip
Sugarcane,Clay,Humid,Kharif,33.28536233904913,34.42037820037365,910.8908143021281,76.96634565213387,64.15234652107938,High,Flood
Maize,Clayey Loam,Humid,Zaid,5.880120806309835,34.13284356752653,1089.5904198060975,64.48302262446062,47.45474686865394,High,Flood
Wheat,Silty,Humid,Rabi,17.407114885066328,22.281461538270023,642.1952480184382,69.46276181898324,94.38167371284068,Low,Drip
Vegetable,Silty,Semi-Arid,Kharif,13.390867642464512,27.89843104676273,327.6222672847558,24.307884056345586,46.67589230232369,Low,Drip
Cotton,Sandy,Arid,Zaid,42.64301472735853,35.66362176392592,107.62634286239694,33.29646775460293,89.54693748840508,High,Drip
Barley,Clay,Humid,Rabi,16.853338426806346,15.200355655438777,951.5241978349388,28.880288286713643,61.16349164845614,Low,Drip
Grapes,Clayey Loam,Sub-Humid,Kharif,28.824424383431396,26.462604794909215,634.6936730210643,50.29366254110384,48.77879829040249,Low,Drip
Wheat,Loam,Sub-Humid,Rabi,38.756456828550874,19.75928956603294,658.5373216538774,52.906326984814186,59.39443353099437,High,Flood
Vegetable,Clayey Loam,Semi-Arid,Zaid,36.5016913687183,32.662136982743704,348.2463239598692,32.76149074447888,24.224725297293286,High,Sprinkler
Cotton,Loam,Humid,Kharif,13.25950076318591,26.18446794344993,756.5841775413737,44.321967327431096,90.96026882924318,Low,Drip
Grapes,Clayey Loam,Semi-Arid,Rabi,44.243146267578034,10.988704700558813,251.0597877690108,62.71258733656398,48.39886034392747,Medium,Drip
Maize,Clayey Loam,Arid,Zaid,13.555436666202919,32.83271831074115,123.26184728073518,46.497838153187494,92.58291214473863,Medium,Drip
Vegetable,Loam,Sub-Humid,Zaid,33.070539085275186,34.86267644997705,324.95816129722135,36.94197456560842,94.96935475551747,Low,Drip
Rice,Sandy,Humid,Zaid,0.7147734416110707,38.00641669756659,922.6527692816255,29.93470743584195,68.26846797596858,Medium,Flood
Wheat,Loam,Humid,Zaid,32.30982636992679,43.53826336462137,959.4146433859314,57.20280071017358,74.10533100379659,Low,Drip
Maize,Loam,Semi-Arid,Rabi,4.683517703480317,21.608122165929956,235.68900517261636,65.28272881822465,27.956177158197175,Low,Drip
Maize,Sandy,Humid,Rabi,45.05736899292729,14.911533928703708,894.7368566312197,31.855046974775256,40.53317263912176,High,Flood
Rice,Silty,Humid,Kharif,38.10991980356332,38.19281221551776,963.0386325193815,23.493341521039344,33.29437150712011,Low,Drip
Rice,Clayey Loam,Sub-Humid,Zaid,43.74989749619523,28.831666315574992,525.5963133766452,66.49580438618344,78.9027478783317,Low,Drip
Grapes,Clay,Semi-Arid,Rabi,37.72232817148084,19.423170500507524,281.9102674598076,40.683968062694795,67.45060243141043,High,Drip
Vegetable,Clay,Arid,Zaid,13.416510332358289,31.00749715908514,120.574424583022,74.51403751784055,89.7519584934722,Low,Drip
Wheat,Clay,Sub-Humid,Zaid,29.664558134297106,43.66161010452816,309.15117808876136,64.2319481559017,49.88694402983033,Low,Drip
Maize,Clayey Loam,Sub-Humid,Kharif,2.2139561703313153,40.68393557376763,624.197724614836,12.130557501611621,82.92086095778684,Low,Drip
Rice,Loam,Arid,Zaid,9.671128706269053,39.144927794925195,121.19208508154249,61.41340794485429,64.39221599588237,High,Drip
Rice,Silty,Sub-Humid,Zaid,36.324489942753466,38.88646480783963,483.00549453523735,25.80368599818334,57.27874206785844,Medium,Sprinkler
Vegetable,Clay,Humid,Kharif,23.16600530528583,26.453784664024177,788.6910119692122,21.303656426411813,72.83108109759986,Medium,Flood
Vegetable,Loam,Arid,Rabi,40.17760730240693,18.32495360465381,43.76180223833711,45.97246085681416,92.06417568314637,High,Drip
Grapes,Clay,Humid,Zaid,16.503393312716863,32.44432332577428,605.6252611739762,69.6425632097233,83.06643628281651,High,Flood
Vegetable,Clayey Loam,Arid,Rabi,43.08645720705319,13.22735449166133,62.15391769513817,62.45814223015183,46.514660516585295,High,Drip
Grapes,Silty,Humid,Rabi,43.877446454352686,13.569050225820966,788.5537941690541,57.519201483538836,40.99544829228495,Medium,Flood
Wheat,Clayey Loam,Humid,Zaid,35.172684683273616,32.7210860124424,863.3856416576591,38.82246703078864,43.72383777580009,High,Flood
Barley,Sandy,Sub-Humid,Rabi,45.554963536320706,24.30030389325433,328.23459577917555,18.24126102400222,33.76887733140004,Medium,Drip
Sugarcane,Silty,Semi-Arid,Kharif,38.26858799410608,32.977565302786786,132.79018923127774,72.20081818235167,45.203192194751594,High,Drip
Wheat,Sandy,Humid,Zaid,16.641935179190014,29.149792895421186,730.8236260318043,15.055510092885505,72.75933823322526,Medium,Flood
Wheat,Clayey Loam,Semi-Arid,Rabi,22.159936187920035,10.262631315667765,220.25214111768526,33.54229858871144,80.2879801850369,Low,Drip
Sugarcane,Sandy,Humid,Zaid,42.170755564906955,29.41561836181055,720.891163891553,27.46010299214394,30.91700897803237,Medium,Flood
Rice,Loam,Humid,Zaid,36.85334101869907,28.14272336543041,777.7976970405157,79.98124590069706,50.44093308077117,Medium,Flood
Cotton,Clayey Loam,Semi-Arid,Zaid,24.578123598922634,43.0770535847395,148.18518795980572,77.79884363596379,39.11457585518934,Medium,Drip
Barley,Clayey Loam,Humid,Kharif,24.07449424192474,39.40564338012814,946.6615295922476,15.377886980487133,57.2036113787076,Medium,Flood
Barley,Clay,Sub-Humid,Rabi,41.448066803805055,13.8898713848873,610.6378358421097,39.25721043470048,33.17417701183719,High,Flood
Maize,Loam,Semi-Arid,Rabi,33.551236975590825,12.713962221131343,184.76895961574985,50.5994229924582,68.63314197375713,Medium,Drip
Wheat,Sandy,Semi-Arid,Kharif,7.525981690883935,27.115375925244376,256.3899634974889,34.99579373997318,25.086752897839155,Low,Drip
Maize,Clay,Humid,Zaid,22.142396319080962,43.62908711381307,737.4334491941811,75.88262865444868,49.43387666467001,Low,Drip
Wheat,Clayey Loam,Humid,Rabi,45.60613891993199,16.005020229639054,604.4135242307514,71.95772023756803,34.05408500720853,Medium,Flood
Maize,Sandy,Arid,Rabi,19.289639181795412,10.739360059786668,78.71095893602732,22.18297353539944,21.672528951549047,Medium,Drip
Rice,Clay,Humid,Zaid,16.41573017444504,29.093529819201617,837.5811921889466,34.59888487909768,80.7169867607568,High,Flood
Barley,Loam,Arid,Kharif,25.761818107664897,28.677288238564344,104.32486185679801,45.00888709505518,81.78398170112294,High,Drip
Sugarcane,Clayey Loam,Humid,Rabi,5.514764157734248,22.771816212670252,745.2424423820195,25.158301518733186,51.82934063543203,Low,Drip
Barley,Sandy,Humid,Rabi,15.674780109299688,23.954797251757928,802.3069165142203,69.03329750182152,71.03283839050732,High,Flood
Rice,Loam,Semi-Arid,Zaid,8.15224954721431,40.56140049505919,357.00162758632524,52.5395717161871,67.1480488755357,Low,Drip
Sugarcane,Silty,Humid,Rabi,47.52816823001093,16.630455081582554,1013.9556902167578,48.64148600869845,44.51541122197164,Medium,Flood
Grapes,Silty,Semi-Arid,Zaid,13.241199964479067,34.8170823222174,105.83675884436397,54.670119786052176,54.446934015064485,High,Drip
Barley,Clayey Loam,Humid,Kharif,3.760366562773539,26.548346639718268,767.4168177901375,63.14490863102751,66.15915889040161,Low,Drip
Maize,Sandy,Humid,Rabi,1.780420545408299,22.30086684961996,787.1759453880925,17.192213737759474,69.60303022815208,Medium,Flood
Rice,Sandy,Semi-Arid,Kharif,13.4283928758997,38.51526836724274,287.59554124481565,46.18742520577543,47.127710104361675,High,Drip
Maize,Sandy,Humid,Kharif,4.977456516022345,37.63280379850026,687.5553846469288,77.99468725602385,67.42979483091027,High,Flood
Barley,Clay,Humid,Rabi,2.132710992502827,10.610421585205426,672.7811238643118,42.54092594194589,26.22531481089461,Medium,Flood
Barley,Clayey Loam,Semi-Arid,Rabi,38.44439183181669,12.446470092274303,290.68269896355093,50.742164384504434,88.62084716356333,Low,Drip
Vegetable,Sandy,Semi-Arid,Kharif,25.467692576608272,44.80492666766951,238.46286007777292,12.239034378256692,66.98509018114206,High,Drip
Grapes,Loam,Arid,Rabi,8.481382433321679,11.796165037167881,2.918567579776327,24.788294711879058,79.98326728662524,High,Drip
Grapes,Loam,Arid,Zaid,29.463759065151432,29.09887204321465,61.86548617820341,19.104738055325505,62.87482099768843,High,Drip
Rice,Clayey Loam,Arid,Rabi,20.357415408752285,13.907847961686251,84.1805748313292,33.28236044624293,80.31057668109844,Medium,Drip
Barley,Clayey Loam,Arid,Kharif,37.46980320115962,27.501473878588712,75.65024662449957,51.753297557653084,87.68299971030773,Medium,Drip
Cotton,Loam,Sub-Humid,Rabi,35.88757551280023,18.203382007857257,644.7736897046731,77.5274065456578,63.35875458249444,Medium,Flood
Wheat,Silty,Semi-Arid,Kharif,37.82811077356244,26.00473798515522,134.86115889919512,26.50900992602927,21.81897020324413,Medium,Drip
Vegetable,Silty,Semi-Arid,Rabi,32.59209825929691,19.028765170550958,130.0991282851584,64.05610886035157,57.72666597089005,Medium,Drip
Sugarcane,Clay,Sub-Humid,Kharif,9.073573387719536,27.016506721074627,457.23115330667946,34.426668801594786,44.72517541237751,High,Sprinkler
Grapes,Loam,Arid,Zaid,47.631236662904456,43.13171462055263,100.18016381129853,75.81185233408007,80.70977392122758,Low,Drip
Cotton,Clay,Semi-Arid,Rabi,8.883499268886407,21.1929086137946,121.67957105620735,35.2077312068361,33.813775936569584,Medium,Drip
Maize,Clayey Loam,Humid,Rabi,37.81356079117662,14.505397325849513,959.620093667872,15.172450164947374,59.26237882164067,Low,Drip
Maize,Silty,Arid,Zaid,37.61784207220905,28.85140002144371,52.412332007789516,27.821242558725384,55.56768590224702,Medium,Drip
Cotton,Clayey Loam,Arid,Zaid,28.88060826304237,30.630016991664142,142.9169288650583,77.32450820511198,84.53916046187001,High,Drip
Rice,Loam,Humid,Zaid,11.253292322469687,38.390245549401534,751.6141403116912,53.03679387882332,48.33088938941937,Medium,Flood
Grapes,Clay,Sub-Humid,Zaid,12.459703789981802,42.47926890003641,524.9673621731904,12.808370558787189,33.65176113784325,Medium,Sprinkler
Wheat,Loam,Sub-Humid,Kharif,18.10063357057238,26.19616950704659,459.4577444950893,64.02462465994739,66.14369039128232,High,Sprinkler
Barley,Clayey Loam,Sub-Humid,Rabi,44.083790855398334,24.51064098398455,613.9064845071891,41.7516735680919,63.46388711666936,High,Flood
Barley,Loam,Arid,Kharif,13.10932779884024,41.93683116200868,65.53754929207965,10.79646394329826,67.45162969792813,Medium,Drip
Maize,Sandy,Arid,Kharif,14.753493796815535,41.49909428433263,99.26804001973846,38.367242953447445,62.71382888744145,Low,Drip
Vegetable,Sandy,Arid,Kharif,20.469189838843594,25.283264109830245,123.30260250769545,53.19563189115797,21.69562133368722,Low,Drip
Rice,Loam,Humid,Zaid,42.571995882409446,33.50418484750958,842.6071187358003,59.54524098369323,85.19438531200973,High,Flood
Sugarcane,Loam,Humid,Rabi,3.0624853566322234,18.103136168528636,853.5802954629105,56.79660055251767,40.48549067037875,High,Flood
Cotton,Silty,Semi-Arid,Rabi,48.00402308642816,23.021134429317385,203.82318687395409,76.02870321861259,86.1293930524565,High,Drip
Sugarcane,Clayey Loam,Humid,Zaid,28.454076568692642,39.541301006807345,865.5773112150378,26.150469611792953,24.699348972845822,High,Flood
Cotton,Loam,Semi-Arid,Kharif,3.878939276500568,43.355798194227674,170.96003541518388,75.16924917467847,82.42750759025225,High,Drip
Cotton,Sandy,Arid,Rabi,33.277589220726554,16.417660068756643,149.32588072943392,26.393340237567077,90.03021790006638,Medium,Drip
Barley,Loam,Arid,Kharif,49.029364627357246,33.16395664182864,135.60536096081069,34.32771412837634,82.72670354203407,High,Drip
Grapes,Silty,Sub-Humid,Zaid,16.17403333227511,28.16315783781374,582.263924497868,57.62080779154071,31.420539905191255,Low,Drip
Grapes,Clayey Loam,Arid,Kharif,45.85911975295083,28.342767235565127,59.755497124066274,72.77485858088266,93.81627609235801,Medium,Drip
Vegetable,Loam,Humid,Kharif,11.40539125585674,28.547335417727993,1014.9996967974123,32.03097682770705,79.11342743750431,High,Flood
Maize,Clay,Semi-Arid,Kharif,31.349077070946695,29.95541072631174,215.14184292984385,66.13159663685005,25.220587529236944,Medium,Drip
Rice,Sandy,Arid,Zaid,48.60201492995955,41.646584981776094,48.20542066208074,13.057966939341439,94.48414175435936,Medium,Drip
Barley,Clayey Loam,Arid,Rabi,45.84532038935674,16.994980235782883,116.765538125231,65.29585637835771,43.192098157525706,Low,Drip
Rice,Sandy,Arid,Rabi,15.907217682891455,19.634471850540567,66.51985736351668,15.578994631997897,73.13993951698725,Low,Drip
Maize,Loam,Sub-Humid,Zaid,46.20220357266161,37.49866495182846,656.143001381964,45.74027390892002,41.944112168021135,Low,Drip
Barley,Sandy,Semi-Arid,Rabi,34.780729007815744,20.059629852827065,161.85567309112332,19.961064714947042,59.968215493443594,Low,Drip
Maize,Clay,Sub-Humid,Rabi,24.109542189595366,15.015942664317922,346.0113430664069,10.710090715649276,22.393240677310555,Medium,Sprinkler
Sugarcane,Clay,Sub-Humid,Rabi,38.609238594867975,21.469394165265896,379.0716336942728,67.22417590336838,83.08664274106944,Low,Drip
Barley,Clay,Humid,Zaid,28.38204112711557,42.254522772245984,817.9024162538242,36.41073037136209,33.48073636896861,Low,Drip
Cotton,Sandy,Sub-Humid,Kharif,49.55142220182285,42.81145468487565,365.96269753868006,34.98816594408984,41.91078891539732,Low,Drip
Barley,Sandy,Humid,Rabi,32.45049503749479,20.59698421515715,1085.4307544383782,74.64476465270437,90.97948586047433,Medium,Flood
Barley,Sandy,Semi-Arid,Rabi,31.965307173377703,16.44275575494479,100.48178417189344,48.29891663112233,81.58449724181543,Low,Drip
Cotton,Clay,Humid,Zaid,11.912060670971766,31.62982607453613,642.3570581854008,52.01643388459334,63.247459841282314,High,Flood
Rice,Clay,Humid,Kharif,32.28711744093252,27.663609254097256,626.4028399582194,66.3109016169998,79.33915015822997,Low,Drip
Rice,Silty,Semi-Arid,Zaid,41.202656630409905,38.46117049155326,132.18728394758415,50.743050493640126,92.22481155941797,Low,Drip
Cotton,Sandy,Sub-Humid,Zaid,44.816798387563054,36.36739962803006,570.4956892363496,78.20673780157016,81.48515506317504,Low,Drip
Rice,Sandy,Sub-Humid,Zaid,31.25799791791671,30.00664728020121,431.97345151895183,41.84920440183974,89.12744250729634,High,Drip
Sugarcane,Sandy,Sub-Humid,Zaid,18.079224825905094,40.23963064913522,603.645707385753,64.86317451983021,56.24724344335827,High,Flood
Barley,Clay,Arid,Rabi,17.748242033072163,14.439156319892405,65.91986089709242,46.37102370769867,90.25261733803454,Low,Drip
Vegetable,Loam,Humid,Rabi,39.143084973626436,10.855756830669595,784.7277810773004,59.3819555831764,59.56507866787596,Medium,Flood
Rice,Silty,Humid,Kharif,22.155780263394597,36.577728587403854,933.1007046452435,47.77861110304365,28.096619773594885,Low,Drip
Maize,Clay,Arid,Zaid,34.30604479024179,30.842653569325705,75.2392499936963,62.97539399217067,25.377481206732664,Medium,Drip
Grapes,Clayey Loam,Humid,Rabi,49.56519579072264,14.64300138830288,811.6750334293965,75.49459942285604,90.6170276992969,Medium,Flood
Sugarcane,Silty,Humid,Rabi,38.712683830094456,24.474172232385744,766.51863202737,11.413715854147057,91.80616148886513,Low,Drip
Barley,Loam,Humid,Zaid,41.266406689990916,40.38269354761611,616.9955254501906,14.623083034137249,24.638533040074712,Low,Drip
Cotton,Sandy,Humid,Kharif,47.35211246228736,35.8576486459586,773.4955671260191,20.035921818672477,20.14715137332165,Low,Drip
Maize,Sandy,Sub-Humid,Rabi,40.15724090502541,15.134895648236714,656.1984615944731,27.569282663600085,23.12302636520164,High,Flood
Cotton,Clay,Semi-Arid,Kharif,2.925450687539168,34.59431789832607,372.9807323273041,11.954723383742621,56.38353005024938,High,Sprinkler
Barley,Silty,Arid,Rabi,43.93288147334331,19.63858018636963,139.71059225642944,33.05225511752229,82.17154507299722,High,Drip
Barley,Sandy,Sub-Humid,Kharif,23.196502690446472,43.85777592112808,336.8873902715418,79.48378314401032,60.469599030127156,High,Drip
Barley,Clay,Arid,Zaid,33.68513766481773,28.60917269205172,69.94438892173807,14.086409876756646,26.546659825541525,High,Drip
Vegetable,Clay,Humid,Rabi,48.06745491057606,16.488617828408245,750.0903688094935,12.219565312409355,64.36413259215168,Medium,Flood
Barley,Silty,Semi-Arid,Zaid,45.5380871626717,32.15911749752771,126.62317021143014,42.34559479957695,86.90795762132763,Medium,Drip
Rice,Loam,Semi-Arid,Rabi,47.04962341242151,16.183096253716638,313.68831626994677,63.66186662560298,92.5895706204933,High,Sprinkler
Sugarcane,Silty,Semi-Arid,Kharif,39.4905759114241,41.22890420184983,300.7574166422917,20.72623790232587,37.53016488564097,Low,Drip
Rice,Clayey Loam,Arid,Kharif,43.580145180105035,37.085741804926634,27.88497786252441,40.20731921331398,56.504154417878276,High,Drip
Rice,Loam,Semi-Arid,Rabi,33.41495403950461,22.517361938057803,291.075851614753,39.755226533411374,29.25152098843035,Low,Drip
Vegetable,Clayey Loam,Semi-Arid,Rabi,31.428119206715255,19.902403881171406,394.3659816171571,32.36016084547438,21.5310088013847,High,Sprinkler
Cotton,Clay,Arid,Kharif,23.366039677296992,35.77766903074152,139.70540820227342,48.70952905920292,43.3647530865487,Low,Drip
Grapes,Clay,Semi-Arid,Kharif,31.320647958779265,27.343121662394065,290.773258290011,48.54918745867672,87.39530474419294,Medium,Drip
Rice,Loam,Arid,Rabi,2.467998352407675,15.234411469095892,97.7975565507176,27.754509054887713,63.822742034781946,Low,Manual
Cotton,Clay,Arid,Zaid,4.873792947561811,29.268424553321985,14.378671060043452,50.108541991438045,49.830639267342036,Medium,Drip
Vegetable,Clay,Semi-Arid,Zaid,35.15427742193101,30.835400279253626,209.01753696390688,68.57658169176635,40.530692831562135,Medium,Drip
Rice,Loam,Semi-Arid,Zaid,45.658931950491436,39.572106050427465,349.988491456122,19.745315546216382,33.22360806401865,High,Sprinkler
Maize,Clayey Loam,Semi-Arid,Zaid,19.4224934544788,28.47893439218678,272.689269481928,27.246958952481755,65.49723860395414,Low,Drip
Grapes,Silty,Arid,Zaid,5.721451412950753,40.80829660761115,147.0064399223207,69.65600668828377,31.090889189597622,Medium,Drip
Cotton,Clayey Loam,Arid,Rabi,37.552481322225304,10.27761062275602,96.29012096485815,33.48901800294009,49.12101731406958,Medium,Drip
Vegetable,Loam,Semi-Arid,Kharif,18.8436950354277,27.32829484265102,396.75740585938,66.45829144943856,26.472760354719345,Low,Drip
Maize,Clayey Loam,Sub-Humid,Rabi,8.576787426741149,23.791538140432642,691.0644739214922,49.11500788407271,61.66380694482341,Low,Drip
Wheat,Clayey Loam,Humid,Zaid,10.52336712999022,41.36402596506946,936.3289766211196,67.2801094298875,91.8489125706402,Low,Drip
Rice,Clay,Arid,Zaid,21.552619155140363,31.773955592714184,85.90847767677533,64.1842923334946,81.54073085824821,High,Drip
Wheat,Clay,Humid,Rabi,21.093290583094973,12.514582300410485,978.0023158461313,27.53431532922269,60.8888077716315,Medium,Flood
Sugarcane,Loam,Semi-Arid,Zaid,15.714348774147041,40.40668397856333,299.1832719041671,28.429307797826546,65.0656169071446,High,Drip
Sugarcane,Clayey Loam,Semi-Arid,Kharif,38.1742752475982,44.9718038179231,101.52951678705944,26.921314192910717,71.28461706042953,Medium,Drip
Grapes,Clayey Loam,Humid,Rabi,26.161111777182665,11.346661873166175,906.8594312218227,46.040496271185695,67.14839304602773,Low,Drip
Vegetable,Loam,Sub-Humid,Zaid,0.7036014986603192,44.24402093002887,333.7318439356716,64.32672096873338,22.34615230787596,High,Sprinkler
Maize,Loam,Humid,Zaid,37.32321988299506,42.59566511099596,954.1887895798864,11.074695080236284,71.29484944395179,High,Flood
Vegetable,Loam,Semi-Arid,Rabi,32.69726419602246,15.022295978787916,345.59738518729114,58.54373260929498,42.96867622829465,High,Sprinkler
Rice,Loam,Humid,Zaid,12.367695107114837,38.527134746507244,620.6275801814783,22.02672862499918,93.62020562858797,Low,Drip
Cotton,Loam,Humid,Kharif,27.90754076756865,43.987520113888216,1022.2661920598787,34.0403422068981,77.12098584998773,Medium,Flood
Cotton,Loam,Arid,Kharif,35.83943343517263,40.07740906513437,66.75787786096858,11.862016132410378,33.404077697536636,Medium,Drip
Cotton,Clayey Loam,Sub-Humid,Kharif,35.70078261657373,25.241674910288577,551.5493881120727,52.21477839269632,73.65460599618244,High,Flood
Rice,Clayey Loam,Sub-Humid,Kharif,41.783416220329975,43.65242051426827,397.8562563532021,48.59551042881096,45.22284296322265,Medium,Sprinkler
Vegetable,Sandy,Humid,Zaid,24.880149960253245,39.24657663958914,693.1250922296081,37.064020735456886,42.517426203345934,Medium,Flood
Wheat,Clay,Semi-Arid,Zaid,5.765153655873574,44.28349977186607,296.1631954291401,69.26477422406828,45.15609710173182,Medium,Drip
Wheat,Silty,Arid,Zaid,5.403253729400048,40.342244023353366,61.324592477321836,62.8873474037538,28.2854694541058,High,Drip
Barley,Loam,Sub-Humid,Zaid,46.55234976854752,38.32724788473087,529.9281690035864,20.56863489816651,69.00097697977023,High,Sprinkler
Vegetable,Loam,Arid,Zaid,10.809141227059772,36.9059604233234,70.58683685345564,52.51578452419929,60.29239318770891,Medium,Drip
Maize,Loam,Semi-Arid,Kharif,2.9092648934068537,38.83898037977134,234.87116548517892,62.56469206612614,91.63289022225939,Medium,Manual
Cotton,Clayey Loam,Humid,Kharif,14.165442072195795,36.69385750496764,970.7297344212767,45.6025459536078,38.89481035117275,High,Flood
Vegetable,Sandy,Semi-Arid,Zaid,3.3091924160020203,31.584783190814225,185.3673840212836,61.79346830152207,58.115613127816694,High,Drip
Rice,Clayey Loam,Humid,Zaid,34.19050721520818,36.096320876653735,805.8123921970631,71.36568242719224,79.32577836067063,Medium,Flood
Rice,Clay,Semi-Arid,Rabi,13.340611367220626,10.978126591177052,260.4217284667643,42.32409852600922,27.758692903309786,Low,Drip
Rice,Clay,Sub-Humid,Rabi,27.737540530310998,24.997185820618512,657.5934645352913,53.37540270922354,79.80733601948228,Low,Drip
Cotton,Loam,Sub-Humid,Rabi,29.724788415006525,24.875103243006023,428.1140004876439,59.750335128858794,59.47446027017362,Low,Drip
Barley,Sandy,Humid,Zaid,35.456521240758676,35.81649007941334,1098.8715307218883,65.84445739634427,48.20260321959083,Low,Drip
